img_id,gt_lat,predicted_lat,gt_long,predicted_long,great_circle_distance,url
ec21b366a3da4bbded5f22cfff15a9.jpg,50.84,50.85,4.36,4.35,0.56,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/ec2/1b3/ec21b366a3da4bbded5f22cfff15a9.jpg
df8a4d3c4b204e7e202a91c81e4e9a.jpg,51.54,51.54,-0.01,-0.01,0.57,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/df8/a4d/df8a4d3c4b204e7e202a91c81e4e9a.jpg
622f5e89a743f1d2576c325830fa72cc.jpg,32.71,32.71,-117.16,-117.16,0.64,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/622/f5e/622f5e89a743f1d2576c325830fa72cc.jpg
f28dada89b3ad280681fb67029ff82fa.jpg,50.72,50.72,-1.89,-1.88,0.66,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/f28/dad/f28dada89b3ad280681fb67029ff82fa.jpg
2f84bebf9e60e697d1bb7be664a8f.jpg,40.75,40.76,-73.98,-73.98,0.72,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/2f8/4be/2f84bebf9e60e697d1bb7be664a8f.jpg
6f40ecce8c635939cd7ae658c9ba8bb.jpg,41.89,41.88,-87.62,-87.62,0.73,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/6f4/0ec/6f40ecce8c635939cd7ae658c9ba8bb.jpg
eb84e6d6ce8997dfb8714765fee196.jpg,9.16,9.17,-79.84,-79.84,0.75,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/eb8/4e6/eb84e6d6ce8997dfb8714765fee196.jpg
de6ba26a65a674ad3617fbf1371f277c.jpg,40.71,40.71,-74,-74.01,0.82,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/de6/ba2/de6ba26a65a674ad3617fbf1371f277c.jpg
acacb72d32a61d1db73dbb66dccc1ea.jpg,54.96,54.97,-1.6,-1.6,0.92,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/aca/cb7/acacb72d32a61d1db73dbb66dccc1ea.jpg
757e386d4e111f12d4a9ea4e19b04cba.jpg,37.78,37.78,-122.41,-122.4,0.93,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/757/e38/757e386d4e111f12d4a9ea4e19b04cba.jpg
db49495e1ee457f648c72869806a85a3.jpg,41.87,41.88,-87.61,-87.61,1.03,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/db4/949/db49495e1ee457f648c72869806a85a3.jpg
d9d35c935ff6c06013e891e25b395.jpg,41.87,41.88,-87.63,-87.62,1.03,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/d9d/35c/d9d35c935ff6c06013e891e25b395.jpg
c2bb9041b4f464741f39c7d136984e.jpg,38.88,38.88,-77.11,-77.12,1.13,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/c2b/b90/c2bb9041b4f464741f39c7d136984e.jpg
fe5f78c1447b3324629c2f6195e4ddec.jpg,50.85,50.85,4.37,4.35,1.2,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/fe5/f78/fe5f78c1447b3324629c2f6195e4ddec.jpg
d5a94aae2fc8481c4014da9d1131d60.jpg,37.78,37.78,-122.42,-122.4,1.22,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/d5a/94a/d5a94aae2fc8481c4014da9d1131d60.jpg
794dcb3b6d1898d5bbdccf22bda5022.jpg,9.16,9.17,-79.85,-79.84,1.28,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/794/dcb/794dcb3b6d1898d5bbdccf22bda5022.jpg
8945e2dc88ef9c662b105f5d8cba76b1.jpg,33.68,33.69,-117.85,-117.85,1.4,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/894/5e2/8945e2dc88ef9c662b105f5d8cba76b1.jpg
23a0a578c7c2d533a13d9ea66365b.jpg,9.15,9.16,-79.83,-79.84,1.41,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/23a/0a5/23a0a578c7c2d533a13d9ea66365b.jpg
31d8623f6081c29583e47f75c6355ce.jpg,43.66,43.66,-79.38,-79.4,1.41,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/31d/862/31d8623f6081c29583e47f75c6355ce.jpg
5ca66ad49b27ebcf84bc53dfd68233f.jpg,37.79,37.78,-122.39,-122.4,1.52,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/5ca/66a/5ca66ad49b27ebcf84bc53dfd68233f.jpg
f5d1b4843a9b4ea4edc238ba7b536.jpg,51.58,51.59,5.2,5.21,1.68,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/f5d/1b4/f5d1b4843a9b4ea4edc238ba7b536.jpg
6fb35dd10fd24aea35846681655647.jpg,36.15,36.15,-96,-95.97,1.89,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/6fb/35d/6fb35dd10fd24aea35846681655647.jpg
bc964d8f6317d191415ff940d9f5f75c.jpg,37.8,37.78,-122.4,-122.4,1.91,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/bc9/64d/bc964d8f6317d191415ff940d9f5f75c.jpg
67c0736257e017ea1d11cb2dd36cb420.jpg,45.43,45.44,12.34,12.31,1.99,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/67c/073/67c0736257e017ea1d11cb2dd36cb420.jpg
44755c4a64d811de67d1d6049deaa2b.jpg,-12.95,-12.97,-38.43,-38.44,2.12,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/447/55c/44755c4a64d811de67d1d6049deaa2b.jpg
c596e08a8ccaff6b4bdbdabdb2fb948.jpg,36.06,36.07,-112.14,-112.12,2.15,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/c59/6e0/c596e08a8ccaff6b4bdbdabdb2fb948.jpg
be48f0e5925ad953feaf4498a4bd1590.jpg,46.24,46.22,6.12,6.13,2.18,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/be4/8f0/be48f0e5925ad953feaf4498a4bd1590.jpg
851acb48d5f1977a2069393290a2218e.jpg,51.51,51.5,-0.08,-0.12,2.48,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/851/acb/851acb48d5f1977a2069393290a2218e.jpg
38cf3b21fdb0edecb9a5eab694e31b.jpg,40.78,40.76,-73.96,-73.98,2.69,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/38c/f3b/38cf3b21fdb0edecb9a5eab694e31b.jpg
d0a4c3e9fb27d2c29f47be0867b876.jpg,37.81,37.78,-122.41,-122.4,2.75,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/d0a/4c3/d0a4c3e9fb27d2c29f47be0867b876.jpg
703f56fed0ebc5e6ef88f97b884d3596.jpg,37.77,37.76,-122.45,-122.42,2.82,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/703/f56/703f56fed0ebc5e6ef88f97b884d3596.jpg
67d121bb76a8a45cd0775b8dc8c33da.jpg,37.77,37.78,-122.43,-122.4,2.83,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/67d/121/67d121bb76a8a45cd0775b8dc8c33da.jpg
b32f601813abe076cd89f5f8369f9efe.jpg,40.78,40.76,-73.98,-73.99,2.87,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/b32/f60/b32f601813abe076cd89f5f8369f9efe.jpg
eb3fcddc9a108251cb5efc59f4c1774.jpg,36.65,36.64,-121.8,-121.77,2.97,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/eb3/fcd/eb3fcddc9a108251cb5efc59f4c1774.jpg
ae1c5577f6a82ba6ff1f24768ebe2c2.jpg,47.07,47.06,12.77,12.81,2.98,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/ae1/c55/ae1c5577f6a82ba6ff1f24768ebe2c2.jpg
10a9dfe46874b9cd5b72f1bcd77f46b1.jpg,36.65,36.64,-121.8,-121.77,3.01,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/10a/9df/10a9dfe46874b9cd5b72f1bcd77f46b1.jpg
603dd99122d313faed33963721f88f4.jpg,40.73,40.76,-73.99,-73.99,3.1,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/603/dd9/603dd99122d313faed33963721f88f4.jpg
9845dd6ed4c46b9b6ee9a65ccb75371a.jpg,40.77,40.76,-73.95,-73.99,3.26,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/984/5dd/9845dd6ed4c46b9b6ee9a65ccb75371a.jpg
7f66b3159b6a986b035b7993939eee9.jpg,40.73,40.76,-74,-73.98,3.43,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/7f6/6b3/7f66b3159b6a986b035b7993939eee9.jpg
9f753cfb7e1d9192cdc6c6245af25d1.jpg,51.53,51.51,-0.12,-0.09,3.51,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/9f7/53c/9f753cfb7e1d9192cdc6c6245af25d1.jpg
2e32db3d80445829aa14d3cdff37f5d.jpg,52.34,52.34,5.23,5.17,3.86,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/2e3/2db/2e32db3d80445829aa14d3cdff37f5d.jpg
cb226a2c7395b511d1830945bdb7d4d.jpg,51.52,51.51,-0.13,-0.08,3.97,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/cb2/26a/cb226a2c7395b511d1830945bdb7d4d.jpg
eb9672716c15cd5d16129f3e5b9f182e.jpg,52.07,52.11,-1.02,-0.99,4.88,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/eb9/672/eb9672716c15cd5d16129f3e5b9f182e.jpg
db5026f55dcde2f4127089294b4f79b.jpg,40.75,40.71,-73.99,-74.01,4.98,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/db5/026/db5026f55dcde2f4127089294b4f79b.jpg
5623806a56cdc5294245945ed740aa.jpg,37.83,37.81,-122.42,-122.48,5.3,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/562/380/5623806a56cdc5294245945ed740aa.jpg
23715c9494b0cd97a4989bbd04fc1e7.jpg,50.9,50.85,4.34,4.35,5.62,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/237/15c/23715c9494b0cd97a4989bbd04fc1e7.jpg
e8545cad88f4962fdd219b11d41fe8.jpg,41.94,41.92,-83.31,-83.37,5.74,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/e85/45c/e8545cad88f4962fdd219b11d41fe8.jpg
3e9e1cb930beff121032b5edbeb91.jpg,48.83,48.78,9.15,9.14,5.91,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/3e9/e1c/3e9e1cb930beff121032b5edbeb91.jpg
85551c66ca56a678dd492f54040d9f7.jpg,35.04,35.01,135.79,135.74,6.06,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/855/51c/85551c66ca56a678dd492f54040d9f7.jpg
8b32f394e8282d6d1a85cfb7664c8a16.jpg,32.86,32.88,-79.92,-79.98,6.19,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/8b3/2f3/8b32f394e8282d6d1a85cfb7664c8a16.jpg
ec373a18b0965f88485aff9265cc3eb.jpg,39.47,39.46,-3.54,-3.61,6.32,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/ec3/73a/ec373a18b0965f88485aff9265cc3eb.jpg
7c6e3a970e10e5c739a91ff893e311.jpg,-27.99,-28.05,153.43,153.44,6.38,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/7c6/e3a/7c6e3a970e10e5c739a91ff893e311.jpg
b5934212bc248c3f5fc64da291f7ce.jpg,-32.38,-32.33,115.76,115.79,6.57,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/b59/342/b5934212bc248c3f5fc64da291f7ce.jpg
20d8bb249d75e018f5b080f101793cf.jpg,39.47,39.46,-3.53,-3.61,6.58,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/20d/8bb/20d8bb249d75e018f5b080f101793cf.jpg
434cb7ea77580bbec40bb97b6392ad5.jpg,50.37,50.38,-4.14,-4.23,6.7,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/434/cb7/434cb7ea77580bbec40bb97b6392ad5.jpg
277c4ec325ab576f5dbe04bf3142b.jpg,37.84,37.81,-122.41,-122.48,7.13,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/277/c4e/277c4ec325ab576f5dbe04bf3142b.jpg
816ae955388a29ade7636d75c7f687f8.jpg,41.75,41.8,-88.01,-88.1,8.58,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/816/ae9/816ae955388a29ade7636d75c7f687f8.jpg
6b7f993222be723977949437192da192.jpg,51.51,51.54,-0.13,-0.01,9.08,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/6b7/f99/6b7f993222be723977949437192da192.jpg
a4e09b698a9aec9b6e46443bf7acef4.jpg,51.51,51.54,-0.13,-0.01,9.09,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/a4e/09b/a4e09b698a9aec9b6e46443bf7acef4.jpg
1adc6ddda3a26f5664952934cfe72b.jpg,40.65,40.71,-74.08,-74,9.19,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/1ad/c6d/1adc6ddda3a26f5664952934cfe72b.jpg
accf5915fe8b9c52860d5edc5d13bc8.jpg,37.76,37.81,-122.38,-122.48,9.59,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/acc/f59/accf5915fe8b9c52860d5edc5d13bc8.jpg
dd2524a3e582f0f1f922a89ce51b833d.jpg,39.41,39.46,-3.72,-3.61,10.5,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/dd2/524/dd2524a3e582f0f1f922a89ce51b833d.jpg
7eb44cdb1ebbecc4ec6392315c83fc.jpg,23.57,23.58,119.56,119.66,10.82,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/7eb/44c/7eb44cdb1ebbecc4ec6392315c83fc.jpg
ff70cda3ac246ab5992893952b1ad1.jpg,51.57,51.52,0,-0.13,10.94,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/ff7/0cd/ff70cda3ac246ab5992893952b1ad1.jpg
d9fa69b8938c9ad8f9d75c69db9bc8.jpg,40.86,40.77,-73.93,-73.97,10.96,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/d9f/a69/d9fa69b8938c9ad8f9d75c69db9bc8.jpg
237e5c42b27e526ae5bb826833d1940.jpg,-27.94,-28.05,153.43,153.44,12.81,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/237/e5c/237e5c42b27e526ae5bb826833d1940.jpg
9b9d413e5ceedc3218479fa1e47f23c5.jpg,36.07,36.15,-95.87,-95.97,13.01,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/9b9/d41/9b9d413e5ceedc3218479fa1e47f23c5.jpg
660291af140c22e5d44d37184e4263c.jpg,36.07,36.15,-95.87,-95.97,13.01,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/660/291/660291af140c22e5d44d37184e4263c.jpg
c7e17017e27fac964160b7d45f43e0df.jpg,29.53,29.56,-95.07,-95.2,13.45,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/c7e/170/c7e17017e27fac964160b7d45f43e0df.jpg
5875dbae1adb1d26a6466121ee1893d.jpg,37.8,37.77,-122.25,-122.42,15.13,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/587/5db/5875dbae1adb1d26a6466121ee1893d.jpg
c255cd96dc6b3571a24155e48db7f.jpg,36.02,36.15,-114.74,-114.68,15.36,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/c25/5cd/c255cd96dc6b3571a24155e48db7f.jpg
d9daf0921396a97b615d418b3bbd44b5.jpg,10.44,10.3,-84.67,-84.7,15.58,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/d9d/af0/d9daf0921396a97b615d418b3bbd44b5.jpg
a5a17bb0fcfca60841554f7f436dcf6.jpg,51.43,51.52,-0.34,-0.13,18,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/a5a/17b/a5a17bb0fcfca60841554f7f436dcf6.jpg
b8963ba3dd1935eb3dd88c5a8fb6c4.jpg,35.77,35.69,140.39,140.2,18.54,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/b89/63b/b8963ba3dd1935eb3dd88c5a8fb6c4.jpg
884859d817a71da24f53b77afc7cb2.jpg,52.29,52.46,-1.59,-1.46,21.21,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/884/859/884859d817a71da24f53b77afc7cb2.jpg
37f0da978aa47c7784e3ca6ea67373d1.jpg,40.86,40.67,-73.93,-73.96,21.95,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/37f/0da/37f0da978aa47c7784e3ca6ea67373d1.jpg
79d5938ef716522f92594c7a5ff637f.jpg,51.62,51.54,0.3,-0.01,23.2,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/79d/593/79d5938ef716522f92594c7a5ff637f.jpg
3df3c9fefd3575217c92913a9b27e5.jpg,29.93,29.76,-95.54,-95.37,24.81,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/3df/3c9/3df3c9fefd3575217c92913a9b27e5.jpg
18b7fbe39194ce6e10b5481649eee223.jpg,52.3,52.52,13.26,13.38,24.96,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/18b/7fb/18b7fbe39194ce6e10b5481649eee223.jpg
979c1965e4c72a624d793b377daf38fc.jpg,42.49,42.57,-71.89,-71.6,25.02,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/979/c19/979c1965e4c72a624d793b377daf38fc.jpg
71bdbc203aa76216cb7aa911ae27c.jpg,10.53,10.3,-84.67,-84.7,25.84,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/71b/dbc/71bdbc203aa76216cb7aa911ae27c.jpg
e2436a2634684af34dd0558233d279d.jpg,52.4,52.52,13.03,13.38,26.67,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/e24/36a/e2436a2634684af34dd0558233d279d.jpg
5be3d34acbcdea274cb324d9254f7486.jpg,51.1,50.85,4.39,4.35,28.75,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/5be/3d3/5be3d34acbcdea274cb324d9254f7486.jpg
c2662d3389fad874341c7fd24d672eaf.jpg,49.56,49.31,15.37,15.66,35.58,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/c26/62d/c2662d3389fad874341c7fd24d672eaf.jpg
47e44924afc7e2df4a39599537c79ee1.jpg,-32,-32.33,115.89,115.79,37.67,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/47e/449/47e44924afc7e2df4a39599537c79ee1.jpg
796041115c59e623c4da65ac04dc451.jpg,37.29,36.98,-121.81,-122.03,39.4,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/796/041/796041115c59e623c4da65ac04dc451.jpg
40c64a93efe54093d8dd88540096d6.jpg,27.71,27.99,34.24,33.94,42.55,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/40c/64a/40c64a93efe54093d8dd88540096d6.jpg
8114e97689ed4ad6458adffdb46acaa.jpg,43.77,43.38,11.26,11.23,43.37,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/811/4e9/8114e97689ed4ad6458adffdb46acaa.jpg
93faabb9ee2a9af90552d6a8755ab78.jpg,49.15,49.31,15.1,15.66,44.44,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/93f/aab/93faabb9ee2a9af90552d6a8755ab78.jpg
2160ba799e4cd7eba2d369354da771b.jpg,52.27,52.34,4.49,5.17,46.78,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/216/0ba/2160ba799e4cd7eba2d369354da771b.jpg
f44852d9c095969cd185d4499b8d9f50.jpg,53.61,53.48,-1.57,-2.25,46.86,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/f44/852/f44852d9c095969cd185d4499b8d9f50.jpg
cfa91561b1db27a73f98011731b2ce0.jpg,23.86,24.21,120.91,120.65,47.67,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/cfa/915/cfa91561b1db27a73f98011731b2ce0.jpg
d359a893ef88513c6cc62de7f311.jpg,44.49,44.9,-63.92,-64.14,48.88,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/d35/9a8/d359a893ef88513c6cc62de7f311.jpg
f1d84ac385bea5235ad45d89dbde17e.jpg,52.38,52.08,4.9,4.32,51.52,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/f1d/84a/f1d84ac385bea5235ad45d89dbde17e.jpg
2dd25cb27c2223247c733f2199633aa3.jpg,37.09,36.59,25.15,25.33,57.68,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/2dd/25c/2dd25cb27c2223247c733f2199633aa3.jpg
4d8092d37bc8bab9d2642fa9a4d751.jpg,31.32,30.79,35.37,35.57,62.27,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/4d8/092/4d8092d37bc8bab9d2642fa9a4d751.jpg
3b5fb748ca40185b1c94eecf5bea408.jpg,38.55,38.87,-109.64,-109.05,63.02,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/3b5/fb7/3b5fb748ca40185b1c94eecf5bea408.jpg
